text,total_num_physical_reads,min_rows,max_rows,query_hash,query_plan_hash,execution_count
"
      DECLARE @ConfigDefault TABLE (
      Name NVARCHAR(35) PRIMARY KEY,
      DefaultValue SQL_VARIANT
      );

INSERT INTO @ConfigDefault (Name, DefaultValue)
VALUES ('access check cache bucket count', 0)
    ,('access check cache quota', 0)
    ,('Ad Hoc Distributed Queries', 0)
    ,('affinity I/O mask', 0)
    ,('affinity mask', 0)
    ,('affinity64 I/O mask', 0)
    ,('affinity64 mask', 0)
    ,('Agent XPs', 0)
    ,('allow filesystem enumeration', 1)
    ,('allow polybase export', 0)
    ,('allow updates', 0)
    ,('automatic soft-NUMA disabled', 0)
    ,('backup checksum default', 0)
    ,('backup compression default', 0)
    ,('blocked process threshold (s)', 0)
    ,('c2 audit mode', 0)
    ,('clr enabled', 0)
    ,('clr strict security', 1)
    ,('column encryption enclave type', 0)
    ,('common criteria compliance enabled', 0)
    ,('contained database authentication', 0)
    ,('cost threshold for parallelism', 5)
    ,('cross db ownership chaining', 0)
    ,('cursor threshold', -1)
    ,('Database Mail XPs', 0)
    ,('default full-text language', 1033)
    ,('default language', 0)
    ,('default trace enabled', 1)
    ,('disallow results from triggers', 0)
    ,('EKM provider enabled', 0)
    ,('external scripts enabled', 0)
    ,('filestream access level', 0)
    ,('fill factor (%)', 0)
    ,('ft crawl bandwidth (max)', 100)
    ,('ft crawl bandwidth (min)', 0)
    ,('ft notify bandwidth (max)', 100)
    ,('ft notify bandwidth (min)', 0)
    ,('hadoop connectivity', 0)
    ,('index create memory (KB)', 0)
    ,('in-doubt xact resolution', 0)
    ,('lightweight pooling', 0)
    ,('locks', 0)
    ,('max degree of parallelism', 0)
    ,('max full-text crawl range', 4)
    ,('max server memory (MB)', 2147483647)
    ,('max text repl size (B)', 65536)
    ,('max worker threads', 0)
    ,('media retention', 0)
    ,('min memory per query (KB)', 1024)
    ,('min server memory (MB)', 0)
    ,('nested triggers', 1)
    ,('network packet size (B)', 4096)
    ,('Ole Automation Procedures', 0)
    ,('open objects', 0)
    ,('optimize for ad hoc workloads', 0)
    ,('PH timeout (s)', 60)
    ,('polybase enabled', 0)
    ,('polybase network encryption', 1)
    ,('precompute rank', 0)
    ,('priority boost', 0)
    ,('query governor cost limit', 0)
    ,('query wait (s)', -1)
    ,('recovery interval (min)', 0)
    ,('remote access', 1)
    ,('remote admin connections', 0)
    ,('remote data archive', 0)
    ,('remote login timeout (s)', 10)
    ,('remote proc trans', 0)
    ,('remote query timeout (s)', 600)
    ,('Replication XPs', 0)
    ,('scan for startup procs', 0)
    ,('server trigger recursion', 1)
    ,('set working set size', 0)
    ,('show advanced options', 0)
    ,('SMO and DMO XPs', 1)
    ,('tempdb metadata memory-optimized', 0)
    ,('transform noise words', 0)
    ,('two digit year cutoff', 2049)
    ,('user connections', 0)
    ,('user options', 0)
    ,('xp_cmdshell', 0);

SELECT
      c.name ConfigName,
      c.value ValueSet,
      c.value_in_use ValueInUse,
      d.DefaultValue DefaultValue
FROM sys.configurations c WITH(nolock)
      INNER JOIN @ConfigDefault d ON c.name = d.Name
WHERE
      c.value != c.value_in_use
      OR c.value_in_use != d.DefaultValue;
    ",0,81,81,0xb01dc7c1b69b21be,0x2b7ff8ea41919a2a,1
"
      DECLARE @ConfigDefault TABLE (
      Name NVARCHAR(35) PRIMARY KEY,
      DefaultValue SQL_VARIANT
      );

INSERT INTO @ConfigDefault (Name, DefaultValue)
VALUES ('access check cache bucket count', 0)
    ,('access check cache quota', 0)
    ,('Ad Hoc Distributed Queries', 0)
    ,('affinity I/O mask', 0)
    ,('affinity mask', 0)
    ,('affinity64 I/O mask', 0)
    ,('affinity64 mask', 0)
    ,('Agent XPs', 0)
    ,('allow filesystem enumeration', 1)
    ,('allow polybase export', 0)
    ,('allow updates', 0)
    ,('automatic soft-NUMA disabled', 0)
    ,('backup checksum default', 0)
    ,('backup compression default', 0)
    ,('blocked process threshold (s)', 0)
    ,('c2 audit mode', 0)
    ,('clr enabled', 0)
    ,('clr strict security', 1)
    ,('column encryption enclave type', 0)
    ,('common criteria compliance enabled', 0)
    ,('contained database authentication', 0)
    ,('cost threshold for parallelism', 5)
    ,('cross db ownership chaining', 0)
    ,('cursor threshold', -1)
    ,('Database Mail XPs', 0)
    ,('default full-text language', 1033)
    ,('default language', 0)
    ,('default trace enabled', 1)
    ,('disallow results from triggers', 0)
    ,('EKM provider enabled', 0)
    ,('external scripts enabled', 0)
    ,('filestream access level', 0)
    ,('fill factor (%)', 0)
    ,('ft crawl bandwidth (max)', 100)
    ,('ft crawl bandwidth (min)', 0)
    ,('ft notify bandwidth (max)', 100)
    ,('ft notify bandwidth (min)', 0)
    ,('hadoop connectivity', 0)
    ,('index create memory (KB)', 0)
    ,('in-doubt xact resolution', 0)
    ,('lightweight pooling', 0)
    ,('locks', 0)
    ,('max degree of parallelism', 0)
    ,('max full-text crawl range', 4)
    ,('max server memory (MB)', 2147483647)
    ,('max text repl size (B)', 65536)
    ,('max worker threads', 0)
    ,('media retention', 0)
    ,('min memory per query (KB)', 1024)
    ,('min server memory (MB)', 0)
    ,('nested triggers', 1)
    ,('network packet size (B)', 4096)
    ,('Ole Automation Procedures', 0)
    ,('open objects', 0)
    ,('optimize for ad hoc workloads', 0)
    ,('PH timeout (s)', 60)
    ,('polybase enabled', 0)
    ,('polybase network encryption', 1)
    ,('precompute rank', 0)
    ,('priority boost', 0)
    ,('query governor cost limit', 0)
    ,('query wait (s)', -1)
    ,('recovery interval (min)', 0)
    ,('remote access', 1)
    ,('remote admin connections', 0)
    ,('remote data archive', 0)
    ,('remote login timeout (s)', 10)
    ,('remote proc trans', 0)
    ,('remote query timeout (s)', 600)
    ,('Replication XPs', 0)
    ,('scan for startup procs', 0)
    ,('server trigger recursion', 1)
    ,('set working set size', 0)
    ,('show advanced options', 0)
    ,('SMO and DMO XPs', 1)
    ,('tempdb metadata memory-optimized', 0)
    ,('transform noise words', 0)
    ,('two digit year cutoff', 2049)
    ,('user connections', 0)
    ,('user options', 0)
    ,('xp_cmdshell', 0);

SELECT
      c.name ConfigName,
      c.value ValueSet,
      c.value_in_use ValueInUse,
      d.DefaultValue DefaultValue
FROM sys.configurations c WITH(nolock)
      INNER JOIN @ConfigDefault d ON c.name = d.Name
WHERE
      c.value != c.value_in_use
      OR c.value_in_use != d.DefaultValue;
    ",1,1,1,0x95144f3bebf0f28d,0x7f146232940d5910,1
"(@1 varchar(8000))SELECT [name],[value] FROM [sys].[extended_properties] WHERE [name]=@1",4,0,0,0x2ba81dfa5d42da17,0xd119e51f5b7ada44,1
"SELECT
dtb.name AS [Name],
dtb.database_id AS [ID],
CAST(has_dbaccess(dtb.name) AS bit) AS [IsAccessible]
FROM
master.sys.databases AS dtb
ORDER BY
[Name] ASC",60,5,5,0xd778a415c3f6b4af,0x84f314f5a1b3c4bf,1
"(@_msparam_0 nvarchar(4000))SELECT
dtb.collation_name AS [Collation],
dtb.name AS [DatabaseName2]
FROM
master.sys.databases AS dtb
WHERE
(dtb.name=@_msparam_0)",0,1,1,0xcd9b9447755495dc,0xbdd855556de12cef,1
"  DECLARE @query_plan_hash VARBINARY(8) = 0xB0C169573ABB1EE2;

  
  SELECT
    text, total_num_physical_reads, min_rows, max_rows, query_hash, query_plan_hash, execution_count
    FROM 
      sys.dm_exec_query_stats AS deqs
      CROSS APPLY sys.dm_exec_sql_text(deqs.sql_handle) AS dest
	where query_plan_hash = @query_plan_hash
    ORDER BY 
      deqs.last_execution_time DESC",0,1,1,0xc81eeaa288cb3239,0x55a7dec159f152d3,1
"    SELECT
    text, total_num_physical_reads, min_rows, max_rows, query_hash, query_plan_hash, execution_count
    FROM 
      sys.dm_exec_query_stats AS deqs
      CROSS APPLY sys.dm_exec_sql_text(deqs.sql_handle) AS dest
	where query_plan_hash = CONVERT(Varbinary(8),'0xB0C169573ABB1EE2')
    ORDER BY 
      deqs.last_execution_time DESC",0,0,0,0xc81eeaa288cb3239,0x55a7dec159f152d3,1
"(@_msparam_0 nvarchar(4000))SELECT
'' AS [DefaultSchema],
dtb.name AS [DatabaseName]
FROM
master.sys.databases AS dtb
WHERE
(dtb.name=@_msparam_0)",0,1,1,0x794df56da881b45e,0xbdd855556de12cef,1
"(@_msparam_0 nvarchar(4000))SELECT
dtb.containment AS [ContainmentType],
dtb.catalog_collation_type AS [CatalogCollation]
FROM
master.sys.databases AS dtb
WHERE
(dtb.name=@_msparam_0)",0,1,1,0x247955a5e73af07d,0x86ab1dd1f0089e39,1
"    SELECT
    text, total_num_physical_reads, min_rows, max_rows, query_hash, query_plan_hash, execution_count
    FROM 
      sys.dm_exec_query_stats AS deqs
      CROSS APPLY sys.dm_exec_sql_text(deqs.sql_handle) AS dest
	where query_plan_hash = '0xB0C169573ABB1EE2'
    ORDER BY 
      deqs.last_execution_time DESC",0,0,0,0xc81eeaa288cb3239,0x55a7dec159f152d3,1
"    SELECT
    text, total_num_physical_reads, min_rows, max_rows, query_hash, query_plan_hash, execution_count
    FROM 
      sys.dm_exec_query_stats AS deqs
      CROSS APPLY sys.dm_exec_sql_text(deqs.sql_handle) AS dest

    ORDER BY 
      deqs.last_execution_time DESC",0,166,166,0x7ea492652c93f36f,0x77cdeba7e046f066,1
"    SELECT
    text, total_num_physical_reads, min_rows, max_rows, query_hash, query_plan_hash, execution_count
    FROM 
      sys.dm_exec_query_stats AS deqs
      CROSS APPLY sys.dm_exec_sql_text(deqs.sql_handle) AS dest
	  where query_plan_hash = '0xb0c169573abb1ee2'
    ORDER BY 
      deqs.last_execution_time DESC",0,0,0,0xc81eeaa288cb3239,0x55a7dec159f152d3,1
"(@_msparam_0 nvarchar(4000),@_msparam_1 nvarchar(4000))SELECT
clmns.column_id AS [ID],
clmns.name AS [Name],
ISNULL(dc.Name, N'') AS [DefaultConstraintName],
clmns.is_nullable AS [Nullable],
CAST(ISNULL(cik.index_column_id, 0) AS bit) AS [InPrimaryKey],
clmns.is_identity AS [Identity],
usrt.name AS [DataType],
ISNULL(baset.name, N'') AS [SystemType],
CAST(CASE WHEN baset.name IN (N'nchar', N'nvarchar') AND clmns.max_length <> -1 THEN clmns.max_length/2 ELSE clmns.max_length END AS int) AS [Length],
CAST(clmns.precision AS int) AS [NumericPrecision],
CAST(clmns.scale AS int) AS [NumericScale],
ISNULL(xscclmns.name, N'') AS [XmlSchemaNamespace],
ISNULL(s2clmns.name, N'') AS [XmlSchemaNamespaceSchema],
ISNULL( (case clmns.is_xml_document when 1 then 2 else 1 end), 0) AS [XmlDocumentConstraint],
s1clmns.name AS [DataTypeSchema],
clmns.is_computed AS [Computed]
FROM
sys.all_objects AS udf
INNER JOIN sys.all_columns AS clmns ON clmns.object_id=udf.object_id
LEFT OUTER JOIN sys.default_constraints as dc ON clmns.default_object_id = dc.object_id
LEFT OUTER JOIN sys.indexes AS ik ON ik.object_id = clmns.object_id and 1=ik.is_primary_key
LEFT OUTER JOIN sys.index_columns AS cik ON cik.index_id = ik.index_id and cik.column_id = clmns.column_id and cik.object_id = clmns.object_id and 0 = cik.is_included_column
LEFT OUTER JOIN sys.types AS usrt ON usrt.user_type_id = clmns.user_type_id
LEFT OUTER JOIN sys.types AS baset ON (baset.user_type_id = clmns.system_type_id and baset.user_type_id = baset.system_type_id) or ((baset.system_type_id = clmns.system_type_id) and (baset.user_type_id = clmns.user_type_id) and (baset.is_user_defined = 0) and (baset.is_assembly_type = 1)) 
LEFT OUTER JOIN sys.xml_schema_collections AS xscclmns ON xscclmns.xml_collection_id = clmns.xml_collection_id
LEFT OUTER JOIN sys.schemas AS s2clmns ON s2clmns.schema_id = xscclmns.schema_id
LEFT OUTER JOIN sys.schemas AS s1clmns ON s1clmns.schema_id = usrt.schema_id
WHERE
(udf.type in ('TF', 'FN', 'IF', 'FS', 'FT'))and(udf.name=@_msparam_0 and SCHEMA_NAME(udf.schema_id)=@_msparam_1)
ORDER BY
[ID] ASC",0,5,5,0x42ff243b761a00af,0x934b7c4b3704071e,1
"(@_msparam_0 nvarchar(4000),@_msparam_1 nvarchar(4000),@_msparam_2 nvarchar(4000))SELECT
clmns.column_id AS [ID],
clmns.name AS [Name],
ISNULL(dc.Name, N'') AS [DefaultConstraintName],
clmns.is_nullable AS [Nullable],
CAST(ISNULL(cik.index_column_id, 0) AS bit) AS [InPrimaryKey],
clmns.is_identity AS [Identity],
usrt.name AS [DataType],
ISNULL(baset.name, N'') AS [SystemType],
CAST(CASE WHEN baset.name IN (N'nchar', N'nvarchar') AND clmns.max_length <> -1 THEN clmns.max_length/2 ELSE clmns.max_length END AS int) AS [Length],
CAST(clmns.precision AS int) AS [NumericPrecision],
CAST(clmns.scale AS int) AS [NumericScale],
ISNULL(xscclmns.name, N'') AS [XmlSchemaNamespace],
ISNULL(s2clmns.name, N'') AS [XmlSchemaNamespaceSchema],
ISNULL( (case clmns.is_xml_document when 1 then 2 else 1 end), 0) AS [XmlDocumentConstraint],
s1clmns.name AS [DataTypeSchema],
clmns.is_computed AS [Computed]
FROM
sys.all_views AS v
INNER JOIN sys.all_columns AS clmns ON clmns.object_id=v.object_id
LEFT OUTER JOIN sys.default_constraints as dc ON clmns.default_object_id = dc.object_id
LEFT OUTER JOIN sys.indexes AS ik ON ik.object_id = clmns.object_id and 1=ik.is_primary_key
LEFT OUTER JOIN sys.index_columns AS cik ON cik.index_id = ik.index_id and cik.column_id = clmns.column_id and cik.object_id = clmns.object_id and 0 = cik.is_included_column
LEFT OUTER JOIN sys.types AS usrt ON usrt.user_type_id = clmns.user_type_id
LEFT OUTER JOIN sys.types AS baset ON (baset.user_type_id = clmns.system_type_id and baset.user_type_id = baset.system_type_id) or ((baset.system_type_id = clmns.system_type_id) and (baset.user_type_id = clmns.user_type_id) and (baset.is_user_defined = 0) and (baset.is_assembly_type = 1)) 
LEFT OUTER JOIN sys.xml_schema_collections AS xscclmns ON xscclmns.xml_collection_id = clmns.xml_collection_id
LEFT OUTER JOIN sys.schemas AS s2clmns ON s2clmns.schema_id = xscclmns.schema_id
LEFT OUTER JOIN sys.schemas AS s1clmns ON s1clmns.schema_id = usrt.schema_id
WHERE
(v.type = @_msparam_0)and(v.name=@_msparam_1 and SCHEMA_NAME(v.schema_id)=@_msparam_2)
ORDER BY
[ID] ASC",1,23,88,0xcf22f88afce8b94d,0x934b7c4b3704071e,2
"(@_msparam_0 nvarchar(4000),@_msparam_1 nvarchar(4000),@_msparam_2 nvarchar(4000))SELECT
param.is_readonly AS [IsReadOnly],
param.name AS [Name],
param.parameter_id AS [ID],
param.default_value AS [DefaultValue],
param.has_default_value AS [HasDefaultValue],
usrt.name AS [DataType],
s1param.name AS [DataTypeSchema],
ISNULL(baset.name, N'') AS [SystemType],
CAST(CASE WHEN baset.name IN (N'nchar', N'nvarchar') AND param.max_length <> -1 THEN param.max_length/2 ELSE param.max_length END AS int) AS [Length],
CAST(param.precision AS int) AS [NumericPrecision],
CAST(param.scale AS int) AS [NumericScale],
ISNULL(xscparam.name, N'') AS [XmlSchemaNamespace],
ISNULL(s2param.name, N'') AS [XmlSchemaNamespaceSchema],
ISNULL( (case param.is_xml_document when 1 then 2 else 1 end), 0) AS [XmlDocumentConstraint],
CASE WHEN usrt.is_table_type = 1 THEN N'structured' ELSE N'' END AS [UserType],
udf.object_id AS [IDText],
db_name() AS [DatabaseName],
param.name AS [ParamName],
CAST(
 case 
    when udf.is_ms_shipped = 1 then 1
    when (
        select 
            major_id 
        from 
            sys.extended_properties 
        where 
            major_id = udf.object_id and 
            minor_id = 0 and 
            class = 1 and 
            name = N'microsoft_database_tools_support') 
        is not null then 1
    else 0
end          
             AS bit) AS [ParentSysObj],
-1 AS [Number]
FROM
sys.all_objects AS udf
INNER JOIN sys.all_parameters AS param ON (param.is_output = 0) AND (param.object_id=udf.object_id)
LEFT OUTER JOIN sys.types AS usrt ON usrt.user_type_id = param.user_type_id
LEFT OUTER JOIN sys.schemas AS s1param ON s1param.schema_id = usrt.schema_id
LEFT OUTER JOIN sys.types AS baset ON (baset.user_type_id = param.system_type_id and baset.user_type_id = baset.system_type_id) or ((baset.system_type_id = param.system_type_id) and (baset.user_type_id = param.user_type_id) and (baset.is_user_defined = 0) and (baset.is_assembly_type = 1)) 
LEFT OUTER JOIN sys.xml_schema_collections AS xscparam ON xscparam.xml_collection_id = param.xml_collection_id
LEFT OUTER JOIN sys.schemas AS s2param ON s2param.schema_id = xscparam.schema_id
WHERE
(param.name=@_msparam_0)and((udf.type in ('TF', 'FN', 'IF', 'FS', 'FT'))and(udf.name=@_msparam_1 and SCHEMA_NAME(udf.schema_id)=@_msparam_2))",2,1,1,0xa7c5d937eee6d57b,0x155422e67a22ce6d,1
"(@_msparam_0 nvarchar(4000),@_msparam_1 nvarchar(4000))SELECT
param.parameter_id AS [ID],
param.name AS [Name],
usrt.name AS [DataType],
ISNULL(baset.name, N'') AS [SystemType],
CAST(CASE WHEN baset.name IN (N'nchar', N'nvarchar') AND param.max_length <> -1 THEN param.max_length/2 ELSE param.max_length END AS int) AS [Length],
CAST(param.precision AS int) AS [NumericPrecision],
CAST(param.scale AS int) AS [NumericScale],
ISNULL(xscparam.name, N'') AS [XmlSchemaNamespace],
ISNULL(s2param.name, N'') AS [XmlSchemaNamespaceSchema],
ISNULL( (case param.is_xml_document when 1 then 2 else 1 end), 0) AS [XmlDocumentConstraint],
s1param.name AS [DataTypeSchema]
FROM
sys.all_objects AS udf
INNER JOIN sys.all_parameters AS param ON (param.is_output = 0) AND (param.object_id=udf.object_id)
LEFT OUTER JOIN sys.types AS usrt ON usrt.user_type_id = param.user_type_id
LEFT OUTER JOIN sys.types AS baset ON (baset.user_type_id = param.system_type_id and baset.user_type_id = baset.system_type_id) or ((baset.system_type_id = param.system_type_id) and (baset.user_type_id = param.user_type_id) and (baset.is_user_defined = 0) and (baset.is_assembly_type = 1)) 
LEFT OUTER JOIN sys.xml_schema_collections AS xscparam ON xscparam.xml_collection_id = param.xml_collection_id
LEFT OUTER JOIN sys.schemas AS s2param ON s2param.schema_id = xscparam.schema_id
LEFT OUTER JOIN sys.schemas AS s1param ON s1param.schema_id = usrt.schema_id
WHERE
(udf.type in ('TF', 'FN', 'IF', 'FS', 'FT'))and(udf.name=@_msparam_0 and SCHEMA_NAME(udf.schema_id)=@_msparam_1)
ORDER BY
[ID] ASC",0,1,1,0x5644b89b2b847979,0x55e579a50859876a,1
"(@_msparam_0 nvarchar(4000),@_msparam_1 nvarchar(4000),@_msparam_2 nvarchar(4000))SELECT
udf.name AS [Name],
udf.object_id AS [ID],
udf.create_date AS [CreateDate],
udf.modify_date AS [DateLastModified],
ISNULL(sudf.name, N'') AS [Owner],
CAST(case when udf.principal_id is null then 1 else 0 end AS bit) AS [IsSchemaOwned],
SCHEMA_NAME(udf.schema_id) AS [Schema],
CAST(
 case 
    when udf.is_ms_shipped = 1 then 1
    when (
        select 
            major_id 
        from 
            sys.extended_properties 
        where 
            major_id = udf.object_id and 
            minor_id = 0 and 
            class = 1 and 
            name = N'microsoft_database_tools_support') 
        is not null then 1
    else 0
end          
             AS bit) AS [IsSystemObject],
usrt.name AS [DataType],
s1ret_param.name AS [DataTypeSchema],
ISNULL(baset.name, N'') AS [SystemType],
CAST(CASE WHEN baset.name IN (N'nchar', N'nvarchar') AND ret_param.max_length <> -1 THEN ret_param.max_length/2 ELSE ret_param.max_length END AS int) AS [Length],
CAST(ret_param.precision AS int) AS [NumericPrecision],
CAST(ret_param.scale AS int) AS [NumericScale],
ISNULL(xscret_param.name, N'') AS [XmlSchemaNamespace],
ISNULL(s2ret_param.name, N'') AS [XmlSchemaNamespaceSchema],
ISNULL( (case ret_param.is_xml_document when 1 then 2 else 1 end), 0) AS [XmlDocumentConstraint],
CASE WHEN usrt.is_table_type = 1 THEN N'structured' ELSE N'' END AS [UserType],
CAST(ISNULL(OBJECTPROPERTYEX(udf.object_id,N'ExecIsAnsiNullsOn'),0) AS bit) AS [AnsiNullsStatus],
CAST(ISNULL(OBJECTPROPERTYEX(udf.object_id, N'IsSchemaBound'),0) AS bit) AS [IsSchemaBound],
CAST(CASE WHEN ISNULL(smudf.definition, ssmudf.definition) IS NULL THEN 1 ELSE 0 END AS bit) AS [IsEncrypted],
case when amudf.object_id is null then N'' else asmbludf.name end AS [AssemblyName],
case when amudf.object_id is null then N'' else amudf.assembly_class end AS [ClassName],
case when amudf.object_id is null then N'' else amudf.assembly_method end AS [MethodName],
CAST(case when amudf.object_id is null then CAST(smudf.null_on_null_input AS bit) else amudf.null_on_null_input end AS bit) AS [ReturnsNullOnNullInput],
case when amudf.object_id is null then case isnull(smudf.execute_as_principal_id, -1) when -1 then 1 when -2 then 2 else 3 end else case isnull(amudf.execute_as_principal_id, -1) when -1 then 1 when -2 then 2 else 3 end end AS [ExecutionContext],
case when amudf.object_id is null then ISNULL(user_name(smudf.execute_as_principal_id),N'') else ISNULL(user_name(amudf.execute_as_principal_id), N'') end AS [ExecutionContextPrincipal],
CAST(OBJECTPROPERTYEX(udf.object_id, N'IsDeterministic') AS bit) AS [IsDeterministic],
(case when 'FN' = udf.type then 1 when 'FS' = udf.type then 1 when 'IF' = udf.type then 3 when 'TF' = udf.type then 2 when 'FT' = udf.type then 2 else 0 end) AS [FunctionType],
CASE WHEN udf.type IN ('FN','IF','TF') THEN 1 WHEN udf.type IN ('FS','FT') THEN 2 ELSE 1 END AS [ImplementationType],
CAST(ISNULL(OBJECTPROPERTYEX(udf.object_id,N'ExecIsQuotedIdentOn'),0) AS bit) AS [QuotedIdentifierStatus],
ret_param.name AS [TableVariableName],
ISNULL(sm.uses_native_compilation,0) AS [IsNativelyCompiled],
CAST(ISNULL(sm.inline_type,0) AS bit) AS [InlineType],
CAST(ISNULL(sm.is_inlineable,0) AS bit) AS [IsInlineable],
ISNULL(smudf.definition, ssmudf.definition) AS [Definition]
FROM
sys.all_objects AS udf
LEFT OUTER JOIN sys.database_principals AS sudf ON sudf.principal_id = ISNULL(udf.principal_id, (OBJECTPROPERTY(udf.object_id, 'OwnerId')))
LEFT OUTER JOIN sys.all_parameters AS ret_param ON ret_param.object_id = udf.object_id and ret_param.is_output = @_msparam_0
LEFT OUTER JOIN sys.types AS usrt ON usrt.user_type_id = ret_param.user_type_id
LEFT OUTER JOIN sys.schemas AS s1ret_param ON s1ret_param.schema_id = usrt.schema_id
LEFT OUTER JOIN sys.types AS baset ON (baset.user_type_id = ret_param.system_type_id and baset.user_type_id = baset.system_type_id) or ((baset.system_type_id = ret_param.system_type_id) and (baset.user_type_id = ret_param.user_type_id) and (baset.is_user_defined = 0) and (baset.is_assembly_type = 1)) 
LEFT OUTER JOIN sys.xml_schema_collections AS xscret_param ON xscret_param.xml_collection_id = ret_param.xml_collection_id
LEFT OUTER JOIN sys.schemas AS s2ret_param ON s2ret_param.schema_id = xscret_param.schema_id
LEFT OUTER JOIN sys.sql_modules AS smudf ON smudf.object_id = udf.object_id
LEFT OUTER JOIN sys.system_sql_modules AS ssmudf ON ssmudf.object_id = udf.object_id
LEFT OUTER JOIN sys.assembly_modules AS amudf ON amudf.object_id = udf.object_id
LEFT OUTER JOIN sys.assemblies AS asmbludf ON asmbludf.assembly_id = amudf.assembly_id
LEFT OUTER JOIN sys.all_sql_modules AS sm ON sm.object_id = udf.object_id
WHERE
(udf.type in ('TF', 'FN', 'IF', 'FS', 'FT'))and(udf.name=@_msparam_1 and SCHEMA_NAME(udf.schema_id)=@_msparam_2)",0,1,1,0x8ffb5273ead907ce,0x4a14e7d2c24e3ffd,1
"(@_msparam_0 nvarchar(4000),@_msparam_1 nvarchar(4000))SELECT
NULL AS [Text],
ISNULL(smudf.definition, ssmudf.definition) AS [Definition]
FROM
sys.all_objects AS udf
LEFT OUTER JOIN sys.sql_modules AS smudf ON smudf.object_id = udf.object_id
LEFT OUTER JOIN sys.system_sql_modules AS ssmudf ON ssmudf.object_id = udf.object_id
WHERE
(udf.type in ('TF', 'FN', 'IF', 'FS', 'FT'))and(udf.name=@_msparam_0 and SCHEMA_NAME(udf.schema_id)=@_msparam_1)",1,1,1,0xb59b3ddbef4650b0,0xace34f24cc24e5f9,1
"    SELECT
    text, total_num_physical_reads, min_rows, max_rows, query_hash, query_plan_hash, execution_count
    FROM 
      sys.dm_exec_query_stats AS deqs
      CROSS APPLY sys.dm_exec_sql_text(deqs.sql_handle) AS dest
    ORDER BY 
      deqs.last_execution_time DESC",0,159,159,0x7ea492652c93f36f,0x77cdeba7e046f066,1
"SELECT
satypes.name AS [Schema],
atypes.name AS [Name]
FROM
sys.assembly_types AS atypes
INNER JOIN sys.assemblies AS asmbl ON (asmbl.assembly_id = atypes.assembly_id) and (atypes.is_user_defined = 1)
INNER JOIN sys.schemas AS satypes ON satypes.schema_id = atypes.schema_id
ORDER BY
[Schema] ASC,[Name] ASC",0,0,0,0x6eaf78ed57b77b37,0x42147a806f944a62,1
"SELECT
SCHEMA_NAME(tt.schema_id) AS [Schema],
tt.name AS [Name]
FROM
sys.table_types AS tt
INNER JOIN sys.schemas AS stt ON stt.schema_id = tt.schema_id
ORDER BY
[Schema] ASC,[Name] ASC",0,0,0,0xc738b306aa6b57b5,0x206413ca87ae980d,1
"SELECT
sst.name AS [Schema],
st.name AS [Name]
FROM
sys.types AS st
INNER JOIN sys.schemas AS sst ON sst.schema_id = st.schema_id
WHERE
(st.schema_id!=4 and st.system_type_id!=240 and st.user_type_id != st.system_type_id and st.is_table_type != 1)
ORDER BY
[Schema] ASC,[Name] ASC",1,0,0,0xebf4a17aca6fcf73,0xce91030cde6db8a3,1
"SELECT
SCHEMA_NAME(xproc.schema_id) AS [Schema],
xproc.name AS [Name],
xproc.object_id AS [ID],
CAST(
                xproc.is_ms_shipped
            AS bit) AS [IsSystemObject]
FROM
sys.all_objects AS xproc
WHERE
(xproc.type='X')
ORDER BY
[Schema] ASC,[Name] ASC",0,204,204,0xd9c1f500413e514f,0xeb919dd1dffe113c,1
"SELECT
SCHEMA_NAME(s.schema_id) AS [Schema],
s.name AS [Name],
s.object_id AS [ID],
N'' AS [BaseDatabase],
N'' AS [BaseObject],
N'' AS [BaseSchema],
N'' AS [BaseServer],

			CASE OBJECTPROPERTYEX(s.object_id,'BaseType') 
				WHEN N'U' THEN 1 
				WHEN N'V' THEN 2 
				WHEN N'P' THEN 3 
				WHEN N'FN' THEN 4 
				WHEN N'TF' THEN 5 
				WHEN N'IF' THEN 6 
				WHEN N'X' THEN 7 
				WHEN N'RF' THEN 8 
				WHEN N'PC' THEN 9 
				WHEN N'FS' THEN 10 
				WHEN N'FT' THEN 11 
				WHEN N'AF' THEN 12 ELSE 0 END
		 AS [BaseType],
s.base_object_name AS [BaseObjectName]
FROM
sys.synonyms AS s
ORDER BY
[Schema] ASC,[Name] ASC",0,0,0,0x6952474f1d78bc9b,0x2e7e271a18b021a1,1
